"मोदीजी के इस कदम के मद्देनजर राहुल जी ने युवावस्था में ही  राजनीति से सन्यास लिया 
सोनिया जी बोली - मेरा पप्पू अब स्कूल जाएगा  🤣",satire
"शिक्षा से संबंधित आधारिक संरचना पर कोई बात नहीं हुई, कि सभी को समान रुप से एक जैसी सुविधाएँ उपलब्ध कराई  जाएगी। सिर्फ कागजों की नितियाँ। नियम और नए कानून, कागजों पर लिख दो आ गई क्रांति। दिल्ली से कुछ सीखो, पहले करो,करके दिखाओ, फिर बोलो।",Negative-sadness
बीमारी मस्तिक में इलाज पेट का।।मीडियम/सिलेबस/पैटर्न चाहे जो बदलाव हो।कोई फायदा नहीं।आज के युग में शिक्षा का सरकारीकरण नहीं होना चाहिए।शिक्षा बजट राशि  बच्चों/अभिभावक के खाते में जाना चाहिए।ताकि बच्चे अपनी पसंद के निजी स्कूल में पढ़ सके।,Nuetral
"हमारी पढ़ाई की तो मैया चोद दिए 😂 अब जा के बदलाव कर रहे, इतनी गुस्सा आ रही है क्या बताऊं,.... बस एक बात की खुशी है कि मेरे होने वाले बच्चे अच्छे से पढेगे ,.. मेरी तरह नहीं पढेगे 😏","Positive-Joy, Negative-Anger"
सरकार तय ना करे कि हमारे बच्चे कहाँ पढ़ेंगे।जो नीति बना रहे है या जो समर्थन कर रहे है वो अपने बच्चों के स्कूल के नाम का डेटा देदें।समस्या भाषा मे नहीं है समस्या स्कूल व्यवस्था में है जहाँ सिफारिश शिक्षक आते है और पढ़ाते भी नही है।अंग्रजी माध्यम के स्कूलों कि मनमानी वहाँ क्यों नही लगाम लगती है क्यूंकि स्कूल नेताओं के भी हैं।,Negative-sadness
रफाल को सुखोई एस्कोर्ट करें वाह मतलब हम पहले भी लड़ाकू विमान रखते थे।,satire 
"नई शिक्षा नीति बहुत बेहतरीन तरीके से तैयार की गई है।।
बहुत बहुत शुक्रिया सरकार को",Positive-Trust
शिक्षा बजट कब बढेगा?,Nuetral
मैं नई शिक्षा नीति पर जानकारी प्राप्त करने के लिए बहुत जगह भटका मगर इस मुद्दे पर कहीं संतोषजनक विषयवस्तु नहीं मिला अब लल्लनटॉप पर आया हूँ देखता हूँ,Nuetral
इस सिक्षा मंत्री को यह भी नही पता कि इस देश का नाम हिन्दुस्तान नही भारत है,Negative-sadness
नई शिक्षा नीति का लाभ देश के अंतिम बच्चे तक पहुंचे यही कामना है,Positive-Joy
आपने एक गलत तथ्य दिया है वर्तमान सरकार जीडीपी का 3.2 % ही कर रही है आपने ज्यादा बता दिया,Nuetral
यह 5 राफाल की नही सिर्फ एक की ही वीडियो है। कैमरा मूवमेंट से पता लगता है।,Nuetral
"मोदी सरकार का डिजिटल बोर्ड लगाओ अभियान जितना सफल हुआ है उतना ही नई शिक्षा नीति सफल होगी,,",Positive-Joy
फ़र्ज़ी डिग्री धारी गैंग कभी भी जनता क भला नहीं कर सकता। ये चूतिये है और मक्कार। शिक्षा नीति के नाम पर आरएसएस की नीतियों को लागू कर रहे हैं भगवा गैंग।,Negative-Anger
बच्चों का भविष्य खराब कर देगी ये नीति।  पहले ही 5वी व कक्षा 8 बोर्ड हटाकर सत्यानाश कर दिया है। अभी कक्षा 10 के 30% बच्चों को अपने माता पिता के नाम की स्पेलिंग नही आती आगे खुद की भी भूल जाएंगे।,"Negative-sadness, Negative-fear"
सौरव भईया जी यदि गहलोत सरकार बहुमत परीक्षण करने लगी तो वो सचिन के 19 विधायको का क्या होगा। क्या वो वोट करेगे या अमान्य होगे। आप इन पर ध्यान केंद्रित करे । गहलोत को क्लीचिट बिल्कुल नहीं दिया जा सकता है । राज्यपाल का सोचना सही है।,Discard
छोटा अ नहीं केवल अ होता है।,Nuetral
रिश्वत,Discard
प्रभावी प्रस्तुति,Discard
पहले स्कूल में लाइट तो लगवाओ,Negative-sadness
"प्राइवेट स्कूल के शिक्षकों के बारे में भी सोचो , मार्च से अभी तक कुल 5 महीने में एक भी महीने में कोई सैलरी नहीं मिली है, हमारी आर्थिक स्थिति बहुत जर्जर और दयनीय हो गई , हमारे घर और अपने बच्चों का भरण-पोषण करना अब मुश्किल हो गया है, सरकारी शिक्षकों के सैलरी आ रहा है,जबकि सब जानते हैं कि ये कितना पढ़ाते थे और इनका क्लास में उपस्थिति कितना होता था, पर हमें क्यों नहीं मिल रहा सैलरी, क्या करें हम , अब जीना बहुत मुश्किल लग रहा है, सरकार को हमारे ऊपर भी विचार करनी चाहिए। 🤔🙏🙏","Negative-sadness, Negative-fear"
क्यूं सौरभ जी क्यूं सिक्षा 😭😭,Negative-sadness
आदरणीय सौरभ द्विवेदी जी क्या हम रंगकर्मियों के लिए सरकार कुछ नहीं सोच सकती  क्या हम रंगकर्मियों के बारे में कुछ ज़हन में भी नही आता । 😢😢😢😢😢,Negative-sadness
"सुरूवाती सब्द ही समझ से बाहर है! ""हमारे 16 संस्कार"" मतलब ये समझ नही है आया आप के सब्द सर !",Discard
टीचरो की सैलरी....?????,"Negative-fear, Nuetral"
सौरभ जी आप जितने अच्छे और सरल तरीके से शिक्षा नीति समझा रहे हैं मुझे नहीं लगता कि इतने अच्छे मोदी सरकार इस को लागू कर पाएंगी,"Positive-Trust, Negative-fear"
आरक्षण वाले गधे नई शिक्षा में क्या करेंगे ? पहले आरक्षण बंध हो ! एसा भी होना चाहिए की १ दिन बच्चों के माता पिता एक दिन स्कूल collage में पढ़ाए,Discard
बहुत जरूरी है।काम की बात होगी।,Nuetral
"मोदी सरकार नही भारत सरकार की नयी शिक्षा नीति 
मेरे लल्लांटोप",Nuetral
नोट बन्दी फेल जी स टी लोक डाउन फेल शिक्षा नीति फेल,Negative-sadness
"मोदी जी देश को जॉब्स देने के मामले में सबसे पीछे है
कांग्रेस ही ठीक थी",Negative-sadness
महंगी शिक्षा पर कोई ड्राफ्ट कब बनेगा,Negative-sadness
"।।प्रतिभा किसी डिग्री का मोहताज नहीं होती है और टैलेंट के आगे कागज की डिग्री की कोई औकात नहीं होती है।। 
।।जो अनुभव के पाठशाला में पाठ पढ़े जाते हैं वह किसी विद्यालय या विश्वविद्यालय में नहीं पाया जाता है।।",Discard
6 साल में मोदी जी ने कितने सरकारी सकूल खोले कोई पूछे तो,Nuetral
द्विवेदी जी बहोत अच्छा काम कर रहें हैं आप। बस यही आशा करते हैं कि बड़े लोगो के बह कावे में ना आएं और इसे ही पारदर्शिता से काम करते रहें। हमारा प्यार आपके लिए बना रहेगा ।,Discard
शिक्षको  की कमी तो है लेकिन इन सरकार को मंदिर बनाने में फुर्सत मिले तब न,Negative-sadness
"अरे भाई लोगों ये सरकारें लोगों को हज पर, व अमरनाथ यात्राओं पर भेजती हैं ,नयी शि़क्षा निती  में कक्षा 9 से12 के लिए एक टूर विदेश में  कक्षा 6 से 8 एक टूर इंडिया मेंज़रूर करवाना चाहिए जिससे उनको भारत व दुनिया में क्या चल रहा है समझ आएगी फिर ये भ्रष्ट नेता वे कभी नही चुनेंगे,मीडिया को घण्टी बजानी चाहिए",Nuetral
कुछ नहीं होने वाला चीन सुपर पावर है पकिस्तान भी चीन का दोस्त है छोटा-सा देश नेपाल आंख दिखा रहा है,Negative-fear
सभी विषयों को उनके उच्चतम लेवल तक सभी रीजनल भाषाओ में ट्रांसलेट कर दो  फिर देखो भारत मे इतने वैद्यानिक पैदा होंगे कि भारत बड़ी तेजी से प्रगति और टेक्नोलॉजी के मामले में आत्मनिर्भर बन जाएगा  वार्ना कितनी भी शिक्षा नीति में बदल कर दो कोई फायदा नही होगा देख लेना,Negative-sadness
यहाँ सब्सिडी की बात छोडिए खेती किसानी के समय डीजल की कीमत बढा दी जाती है,Discard
ये सारे विशेषज्ञ इंग्लिश ही कियो बोलते हैं। इससे  अच्छा तो है कि हिंदी को बंद करके इग्लिश को ही राष्ट्रीय भाषा बना देना चाहिए।,Negative-sadness
किसान विरोधी मोदी,Negative-Anger
युरोप और अमेरिका से कंपैर कर ही नहीं सकते क्योंकी वह पर खेती प्राथमिक प्रवृती नहीं है और भारत में 60 करोड़ लोग खेती करते है,Nuetral
सौरभ जी क्या छोटे छोटे गाँव में कम्पनीयां आयेगीं जो किसानों के उत्पाद ले सके,Nuetral
सरकार तो जुमले फेंकती है। जो कहती है उसका बिल्कुल उलट होता है जैसे कहा था कि रेलवे का कभी भी निजीकरण नहीं होगा परंतु आज रेलवे का ही निजीकरण हो रहा है।,"Negative-sadness, Nuetral"
"किसान मररहाहे ऐ सच हे आज मेरे पास भि चचि काहानि हे जो  आपके धरतक पोहच सकति हे,,  मेभि😁😁😁था लेकिन,अबनहि,आपने,गावदेखाहे,इसलिये,आप😭😭मेहसुस,करते हे,बस मेरा केहना इतनाहे  लड़ेंगे सब साथ मिलके चाहे फसल समझकर काट कुयुनाले,।  या फिर मारदो सारे किसान को भारतसे,फिर जिकेदिखाओ,  में कसमखाताहु मेरे कार्यकि ,, सबको मरनेमे समयनहि लगेगा,नेताकोभि, में बिजनेस,पढाय,चार फाम चलाताहु फीरभि इजत  किसान होने पर करता हु🙏🙏🙏🙏🙏🙏 आरमिमे कास इसबार सिलेक्सन होजाये  दुआ करना,",Discard
बहुत सुलझे हुए इंसान है आप।बहुत बहुत शुभकामनाएं निरंतर सत्यता के साथ आगे बढ़ने के लिए।,Positive-Trust
"अरे किताबी विशेषज्ञों किसानों में आपसे ज्यादा बुद्धि है ,अगर उन्हें मण्डी में अच्छी कीमत मिलेगी तो मण्डी में बेच देंगे और अगर खेत में सीधे अच्छी कीमत मिलेगी तो वहां बेच देंगे ।तुम तो खुद का काम ईमानदारी से करो ऐ सी में बैठने वाले विशेषज्ञों।",Nuetral
किसानों को अपने फसल का सही दाम में नहीं बैज पात ईस कारण है🙏 सरकार सही दाम का जानकारी नहीं देते हैं👏,Positive-Trust
"दूसरे राज्यो में भी विरोध है, बस बिखरा हुआ विरोध है जो दिखता नहीं। पंजाब, हरियाणा में एकजुट है तो दिख रहे है।",Nuetral
मोदी चोर है,Negative-Anger
अमेरिका में किसान करोड़पति ये जो विरोध कर रहे हैं ये बेचोलीये है ।।।। मोदी ने सही किया है,"Positive-Trust, Negative-Anger"
ये विरोध वही लोग कर रहे हैं जो किसान का पैसा खा रहे हैं,Negative-Anger
ऐसे महान राष्ट्रपति अब भारत को मिलना असंभव है,Positive-Joy
निजी कंपनियां खाद्य पदार्थों का स्टॉक करके बाजार में कीमतें बढ़ाएंगी।,Negative-fear
"ये सरकार ज़िद्दी है, ये ज़िद ही इसे डुबा देगी।",Nuetral
लल्लन को टॉप रहने के लिए सच बोलना पड़ेगा।,Nuetral
"किसान खुल के हँस तो रहा हैं फ़क़ीर होते हुए,
नेता मुस्कुरा भी न पाया अमीर होते हुए.",Discard
"कहाँ ले जाओगे किसान के हक का दाना,
इस दुनिया को एक दिन तुमको भी है छोड़ जाना।",Nuetral
किसान है तो आन बान स्यान सब है किसानी फैल तो देश फैल,Nuetral
बिहार में धान खरीदी पर ऐसा बढीय कानून बनाए     कीमत से कम 19 रूपया प्रति किलो धान खरीदी तो जेल होंगी लेकिन एसा कानून कामां बनेगा नेताजी को वोट चाहिए किसान जाए भाड़ में,Negative-sadness
फिलहाल बीजेपी किसानों को खत्म कर ही देगी और खुद को भी,Negative-fear
ये कानून एक धोखा है कभी भी किसानो कों उचित फसलों का दाम नही मिला अगर ऐसा ही हुआ तो न किसान होगा न किसानी,"Negative-sadness, Negative-fear"
"गरीब के नामपे देने वाली अनाज देश भर के गरीब लोग लेते तो है। लेकिन खाते नही 
     मैं हर महीने देश के गरीबों को अनाज बेचते देखता हूं और हमारे इलाके में, मैं देखता हूं हर महीने अनाज ट्रक भरकर  लेजाया जाता है। सिर्फ
 8% से 10% लोग ही खाते है। राशन दुकान बंद होना ही बेहतर है।",Discard
इस बिल से किसान बहुत ही जल्द करोड़पति से खाक पति होने वाला हे,Negative-fear
हमारे देश में कोइ नेता  गरीब के हित  के लिए नहीं हे  जितने से पहले तो वादा कर देते हे  गरीबी हटायें देश बचाये लेकिन सत्ता में आने के बाद  गरीब को ही हटाइये,"Negative-Anger, Negative-sadness"
"लल्लन टाप क्या जनता को केवल नौकर ही बनाना चाहता है मालिक नहीं। 
कांग्रेस सहित समस्त विपक्षी दल विरोध में  सम्मलित है। 
किसानों को व्यापारी क्यों नहीं बनना चाहिए।
आपका चेनल जनसंख्या पर क्यों नहीं बोलता। चीन की 12 बजी है अब हिन्दुस्तान का नंबर लगा रहे हो।
अनाज जरूरत मंद सोसायटी से 3/- किलो खरीद कर 16/- किलो में तुरंत बेचता है ऐसे लोगों को अनाज नहीं दिया जाना चाहिए।",Discard
"नई शिक्षा नीति आ गई है और अब आप राजदीप के साथ मिल कर इसमें सिर्फ़ कमियां ढूंढना शुरू कर दो 
कल को आप को भी तो नए एपिसोड बनाने है।",Nuetral
यूपी बोर्ड पेपर 2021 #स्टेडीविथसतीशग्वाला चैनल को सब्सक्राइब करिए,Discard
क्या नाम बदलने से शिक्षा  अच्छी हो जायेगी. क्या शिक्षक अपना 100% देंगे.,"Negative-sadness, Nuetral"
"उच्चशिक्षा "" मातृभाषा "" मैं कब लाओगे ?",Nuetral
ऐसी शिक्षा नीति लाने के लिए मोदी सरकार का कोटि-कोटि धन्यवाद,Positive-Trust
👍🏻👍🏻👍🏻👍🏻,Discard
कहने में थोड़ा अजीब लग रहा है लेकिन उसी अल्दफ़्रा एयरबेस में काम कर चुका। एक फायर अलार्म तकनीशियन के तौर पे। अपाचे के हंगर में।,Nuetral
नकारा सरकार का एक और मुद्दे से भटकाने का दांव,Discard
बकवास चैंनल !,Negative-Anger
"नई शिक्षा नीति बढिया है 
अब बस सरकारी स्कूल और सरकारी शिक्षकों की हालत सुधारी जाय","Positive-Trust, Negative-sadness"
शिक्षा मंत्री भी समझदार और पढ़ा लिखा होना चाहिए बेवकूफ और  अनपढ़ों  को शिक्षा मंत्री अगर बनाएंगे तू चाहे जितनी अच्छी शिक्षा पॉलिसी बना ले कभी सक्सेज नहीं होगी,"Negative-sadness, Negative-fear"
मुझे एक बात नही समझ मे आ रहीं ये जो एक्सपर्ट होते हैं उनकी हिंदी शो में  इंग्लिश कैसे निकल जाती है इन्हें हिंदी नही आती या ये बोलना नही चाहते ।,Negative-sadness
शिक्षा नीति अच्छी है लेकिन........सब गुड़ गोबर।,"Positive-Trust, Negative-sadness"
"भैया लल्लनटॉप  सब ठीक था लेकिन शिक्षा विशेषज्ञ के नाम पर आपने JNU के वि सी का विचार जाना ये तो समझ में आया लेकिन CPM नेता इसमें कहा से आ गई, फिर तो कांग्रेस और बीजेपी के भी विचार पूछ लेते और जिस शिक्षा निति को वैज्ञानिको ने बनाया है उसे  CPM की नेता जी बोल रही है ये अवैज्ञानिक है, हास्यास्पद है भयंकर वाला और छोटा सा प्रश्न चिन्ह है लल्लनटॉप के ऊपर",Discard
"मैंने तो नहीं पढ़ा....... 'छोटे अ' कभी..........' अ',  'आ'  बस।",Discard
क्या नई शिक्षा नीति पिछड़े इलाकों में सफल हो पायेगी क्योंकि यहां पहले से ही सरकारी स्कूलो तथा शिक्षकों की हालत बद से बदतर हो गई हैं या सिर्फ नई शिक्षा नीति कागजों तक ही सीमित  रहेगा ।,"Negative-sadness, Negative-fear"
"एक और जुमला है, 2014 से ही जुमला फेकता आ रहा है,",Negative-Anger
"सर् जिन स्टूडेंट्स ने डिप्लोमा या डिग्री के बेसिक पर रजिस्ट्रेशन किये हैं, उन्हें आगे शिक्षा लेने की अनुमति दी हैं या नहीं।।। जैसे सिविल इंजीनियरिंग के स्टूडेंट्स लाइसेंस बना लेते हैं उनके लिए क्या है।।। क्या वे आगे पैड पायेंगे।।।???",Nuetral
"भारत की नई राष्ट्रीय शिक्षा नीति 2020 को मोदी कैबिनेट की मिली मंजूरी। इससे जुड़े 10 प्रश्न जो संभावित हैं कि परीक्षा में पूछे जाएंगे। 
*link*",Nuetral
नई रोजगार निजी कि जरूरत है,Nuetral
सभी नेताओं और अधिकारियों को अपने बच्चो को सरकारी स्कूलों में ही पढ़ाना चाहिए ...और उन्हें भी मातृभाषा की शिक्षा मिले और अमीरी गरीबी का भेद ख़त्म हो ...दोहरी शिक्षा प्रणाली के दोष ख़त्म हो ...सबको सस्ती शिक्षा मिले ..,Nuetral
आप भी अन्य मीडिया  के साथ मोदीजी की ब्रांडिंग खूबसूरती से करते है केंद्र सरकार को भाजपा सरकार या एन डी ए सरकार की बजाय मोदी सरकार क्यों पुकारते हो ?,Nuetral
सौरभ जी  सच्चाई दिखाने के लिए धन्यवाद ।,Positive-Trust
"मजदूरों के पास पैसा है लेकिन सिर्फ ट्रक वालो को 3-4 हज़ार देने का , खाने के पैसे उनको सरकार से चाइये , वाह भाई वाह ।
ये दोगलापन कहा से आया । बीमारी के डर से पलायन हो रहा है पैसे तो सबके पास है ।",Negative-Anger
"ये जाहिल कांग्रेसियों साज़िश है मोदी सरकार को बदनाम करने की
ये बो नाजायज कुत्ते है जो सत्ता नाम की रोटी के लिए  जीभ निकाल कर बिल बुला रहे हैं 😅😂🤣",Negative-Anger
सौरभ द्विवेदी जी आपके समझाने का तरीका बहुत ही अच्छा बहुत ही समझदारी के साथ बहुत ज्यादा विवेक के साथ बाकी सारे पत्रकारों से बहुत ही अच्छा है पूरे भारतवर्ष में हम आपको पत्रकार नंबर वन समझते आपके जैसा ना कोई है वह शायद ना कोई हो सकता है,Positive-Trust
"आपकी बात सुनकर लगता है की
कुछ सच्चे पत्रकार आज भी देश मे है
आपका बहुत बहुत धन्यवाद",Positive-Trust
101 % बेवकूफ बना रहा है और बनाते रहेगा 6 साल में वो हालात कर दिए जो आज तक नही हुई देश की हिन्दु मुस्लिम साम्प्रदायिकता हो या मजबूर मजदूर या अरबो रुपये के घोटाले.. पूरी तरह बर्बाद कर देगा ये देश को,Negative-Anger
मोदी से बड़ा चुटिया आदमी पूरे भारत में नहीं है,Negative-Anger
"क्यों भक्तों, पीएम ने 20 लाख करोड़ रुपए का बंपर पैकेज दिया और तुमने न पटाखे फोड़े, न जुलूस निकाला, न नागिन डांस किया। 

सच बताओ। तुम्हें तुम्हारे मोदी जी की क़सम! क्यों नहीं मनाई ख़ुशी?",satire-satire
"आप जैसे लोग हमारी हिम्मत और आवाज है।
पत्रकार जिंदा हैं।",Positive-Trust
केन्द्र सरकार कार्पोरेटरो कि सरकार है देश मै अब किसान मजदूर कि सरकार चाहिए कृषि प्रधान देश मै किसान परेशान है कार्पोरेट के लोगो के कर्ज माफी हो रही है,"Negative-Anger, Negative-sadness"
बहुत दुःख हो रह है हुकूमत का ताज पहनाने वाली जनता की यह दुर्दशा देख कर,Negative-sadness
साला क्या जमाना आ गए अब तो नेपाल भी आंख दिखाने लगे,Negative-fear
लल्लनटाप कभी कभी सच भी बोलता है,Nuetral
मनमोहन सिंह जी आप महान है। मनरेगा योजना ही काम आयी है मुसीबत के समय मे।,Positive-Trust
सौरभ सर इतनी हिम्मत कहा से लाते हो।,Positive-Trust
कोई तो है सच्चाई दीखा रहा है,Positive-Trust
अंधभक्तों तुम घबराना मत... तुम्हारी आर्थिक स्तिथि ख़राब नहीं होगी क्यूं की अयोध्या में जो राम मन्दिर बन रहा है वहां तुम्हे बहुत सारा भीक मिलेगा जल्दी ही,satire
"जी नहीं,
बल्कि बेवकूफों ने मोदी को अपना सरदार/ सरकार बना लिया।",Negative-Anger
हम चीन को नहीं विश्व को पीछे छोड़ कर ही दम लेंगे।,Positive-Joy
मजदूर तो आ ही गए  हमारे गाँवो मे कोरोना लेकर अब खुश तुम लोग कभी ये हकीकत दिखाओ,"Negative-sadness, Nuetral"
निर्भीक निडर वाह सौरभ,Positive-Trust
साले सब लोग पैसे खाने के लिए बैठे है।।गरीब हर बार और हर जगह परेशान है,"Negative-Anger, Negative-sadness"
ये तस्वीर 2:47देखकर मुझे लगता है हम 1947 मे चले गए 😭😭😭,Discard
60 साल से बहुत जिद कर रहे थे सरकार हम चलागें 6 साल मे ही फटी पड़ी है,Discard
अगर अपने बच्चो का भविष्य अच्छा चहा रहे हो तो कभी भी बीजेपी को वोट मत देना,Nuetral
वा रे बेटीचोद कर भी क्या सकता भड़काने का अलावा क्या उखाड़ लिया तुम लोगो ने,Negative-Anger
सौरव जी हम आपकी बात से सहमत है आपने जिस तरह समझाया है यदि यह दुनिया चीज को समझ जाए तो सरकार अच्छी तरीके से काम करना चाहे कि सरकार काम करना चाहती ही नहीं है सरकार मजदूरों को मदद पहुंचाना चाहती ही नहीं है लोन की लाइन में कौन लगेगा बैंक आम आदमी को लोन देने में पैसे इतना परेशान करते हैं कैसे लोन देंगे सब झूठी बातें 2000000 का और किसको बोलते हैं  फालतू की बातें,Discard
इस सच्चाई को परोसने के लिए बहुत-बहुत धन्यवाद,Positive-Trust
मजदूरों के लिए आवाज उठाने के लिए 🙏धन्यवाद,Positive-Trust
यह भ्रष्ट लोग हैं भ्रष्ट बातें करते हैं इन्हें कुछ समझ नहीं आता है गरीब की हालत कितनी खराब है आज यह सरकारी नहीं समझ सकते हैं इन्हें तो सिर्फ बड़े-बड़े हैं बकाया देने की आदत हो गई है 6:00 साडे 6 साल से मोदी सरकार आई है मोदी सरकार ने कुछ भी नहीं किया लोगों को परेशान करने के सिवा थोड़ा सा पैसा देकर ₹500 में परिवार चलता है 1 दिन में कई परिवार ₹500 का खाते हैं पागल समझ लिया इन लोगों ने पूरी तरीके से जिस तरह सीतारमण कभी नहीं बोलती राहुल गांधी के उस पर फालतू की बातें,Discard
गरीबों के बैग से होते हैं कपड़े चलते अमीरों की तारे जेब नहीं होती है उसको शराब जाती है हर चीज गरीब की ही चेक होती है तभी परेशान है आज कभी अपने काम करना छोड़ दिया ना सरकार रोड पर आ जाएगी और जल्दी काम करना छोड़ने वाला है,"Negative-sadness, Negative-fear"
"मेरा बीस लात तिधर है।
बीस लात दे मतलब दे😃😃",satire
"हमें आज भी वो आजादी नहीं मिली है जो हमारे वीर सपूतों क्रांतिकारियों ने देखी थी ,सिर्फ सरकारे बदलीं हैं इतिहास नहीं",Negative-sadness
"एक महान औरत ने बिल्कुल सही कहा था ""ये बिक  चुकी है गवर्नमेंट , ये सब मिलके हमको पागल बना रहे है""",satire
सौरभ त्रिवेदी तू रात को कॉडम पहनकर अपनी बीबी को 🤣🤣🤣 करना ताकी तेरे जेसे जिहादी चूटिए पैदा ना हो 🤣🤣🤣🤣🤣,"Negative-Anger, SLANG"
ज्ञान ऐसे पेल रहा जैसे अगला वर्ल्ड बैंक का अध्यक्ष लालनटोप ही होगा........बांग्लादेशी का मुंशी,satire
जिंदाबाद भाई,Positive-Joy
सभी देशभक्तों को निवेदन है कृपया राजीब दिक्षितजी ओर डॉक्टर बिश्वरुपजी को घर घर ले जाने की कोशिश करें🙏🙏🙏🙏नहीं तो देश नहीं बचेगा,Negative-fear
आप हो तभी भारत की पत्रकारिता ज़िंदा है,Positive-Trust
भाई सरकार तो किसी की भी हो मरना तो गरीब को ही है गरीब की कोई नहीं सुनता,Negative-sadness
"वे तो शुरु से बेवकूफ बनाते आ रहे हैं, और सब बनते आ रहे है, जिस व्यक्ति के पास मीडिया रुपी कवच है वह हमेशा बेवकूफ बनाता रहेगा और लोग बनते रहेंगे, अभी जो नाराज है, अगले चुनाव तक फिर जगह पर आ जायेंगे!",Negative-Anger
"चलो मिलकर झुनझुना बजाते हैं खाली हाथ तो है, ही। 😂😂😂",satire
"""ऑपरेशन समुद्र सेतु"" ज्यादा जरूरी है साहब विदेश से NRI जो लेकर आने हैं! मजदूरों का क्या है ये तो.....😢😢😢",Discard
भारतीय इतिहास मे इस महामारी की मार सबसे अधिक गरीबों मजदूरों पर किस की गलती से पडी़ क्याजनता याद रखेगी,Negative-sadness
सर ईतनी भी पोल मत खोलो बीजेपी की वरना या चैनल बंद हो सकता या फिर सी बी आई रेड भी पड सकती है...,Negative-fear
नहीं हम तो पहले से ही बेवकूफ थे,satire
"हे! भोलेनाथ।
काश!कोई चमत्कार ही हो जिससे इस देश की सुध आये और हर एक गरीब को जीने में फिर मजा आये क्योंकि इन राजनेताओं ने तो जैसे शर्म,मर्यादा,सीमा,मेहनत,ईमानदारी,जिम्मेदारी, इंसानियत जैसे शब्दों को तो बड़ी ही चतुराई से लापरवाही की ओर धकेल दिया हो।
इनको कुछ ज्यादा कह दो तो ताकत के रौब से जेल जाओ
और न कहो तो हम ही मरे हुए की गिनती बढ़ा दें।
सभी सांसदों विधायको की तनख्वा,खर्चे,भत्ते,पेंशन बढ़ाने की बात हो तो एक पल न लगने दें, ख्वाबों मे भी विरोध न हो।
आम नागरिक 500₹ महीने की DBT से पूरे परिवार ( 5-6 सदस्यों )का खर्चा चलाये।

अगर लोकडाउन(कोरोना) के बजाय होते चुनाव
तो हर एक घर पे शराब,पैसा,खाना, पीने की सभी सुविधाओं के साथ वोटर स्लीप भी पहुंचती वो भी पक्ष,विपक्ष और नई पार्टी की तरफ से तीन तीन बार।
चुनाव प्रचार और सभाओं, सम्बोधनों के लिए दूर दूर से गाड़ियां भी चलती बिना किसी रोक टोक अनेकों साथ ही एक सभा के लिए खुद की 100(सैंकड़ों) गाड़ियां।

लेकिन गरीब को घर पहुंचाने में कोई खर्च नही कर रहा है बल्कि गरीब राहत के लिए आया हुआ PM care fund भी तो ppe kit और वेंटिलेटर खरीदने के लिए लगा दिया जो सरकार का स्वयं का खर्च है, भला हो सरकार भला हो तेरा।",Discard
मनरेगा तो काँग्रेस की योजना हे वो तो गलत होगी मोदी जी😁😁😁,satire
आपके चैनल से हमें बहुत उम्मीद है क्योकि भारत का मात्र एक चैनल है दी लल्लनटॉप शो जिसपे हम आंख बंद करके भरोसा करते है,Positive-Trust
"ए सब के सब लूटेरा हैं साहब ऐ लोग भरोसा के लायक नहीं है 
चौर है बईमान हैं डकैत है जितना कही ऐ 
उतना कम है",Negative-Anger
"आप ए भी बताए की ए जो 20 लाख करोड़  का पेकेज है  दुसरे देशों मे पेकेज का मतलब 
सरकार दुबारा जनता से वापस दिया हूआ पेकेज पेसे नहीं लिये जा रहे है",Nuetral
